"","X","id","submitter","authors","title","comments","journal.ref","doi","report.no","categories","license","abstract","versions","update_date","authors_parsed","v1_date"
"23",23,"0704.0384","Denis Artemenkov","R. Stanoeva","Clustering features of $^9$Be, $^{14}$N, $^7$Be, and $^8$B nuclei in
  relativistic fragmentation","14 pages, 6 figures, 4 tables, International Symposium on Exotic
  Nuclei (EXON-2006), 17-22 July, 2006, Khanty-Mansiysk, Russia","AIPConf.Proc.912:78-87,2007","10.1063/1.2746582","","nucl-ex","","  Recent studies of clustering in light nuclei with an initial energy above 1 A
GeV in nuclear treack emulsion are overviewed. The results of investigations of
the relativistic $^9$Be nuclei fragmentation in emulsion, which entails the
production of He fragments, are presented. It is shown that most precise
angular measurements provided by this technique play a crucial role in the
restoration of the excitation spectrum of the $\alpha$ particle sysytem. In
peripheral interactions $^9$Be nuclei are dissociated practically totally
through the 0$^+$ and 2$^+$ states of the $^8$Be nucleus.
  The results of investigations of the dissociation of a $^{14}$N nucleus of
momentum 2.86 A GeV/c in emulsion are presented as example of more complicated
system. The momentum and correlation characteristics of $\alpha$ particles for
the $^{14}$N$\to3\alpha+X$ channel in the laboratory system and the rest
systems of 3$\alpha$ particles were considered in detail.
  Topology of charged fragments produced in peripheral relativistic
dissociation of radioactive $^8$B, $^7$Be nuclei in emulsion is studied.
","[{'version': 'v1', 'created': 'Tue, 3 Apr 2007 13:10:23 GMT'}]","2008-11-26","[['Artemenkov', 'D. A.', ''], ['Shchedrina', 'T. V.', ''], ['Stanoeva', 'R.', ''], ['Zarubin', 'P. I.', '']]","2007-04-03"
"24",24,"0704.0384","Denis Artemenkov","and P. I. Zarubin","Clustering features of $^9$Be, $^{14}$N, $^7$Be, and $^8$B nuclei in
  relativistic fragmentation","14 pages, 6 figures, 4 tables, International Symposium on Exotic
  Nuclei (EXON-2006), 17-22 July, 2006, Khanty-Mansiysk, Russia","AIPConf.Proc.912:78-87,2007","10.1063/1.2746582","","nucl-ex","","  Recent studies of clustering in light nuclei with an initial energy above 1 A
GeV in nuclear treack emulsion are overviewed. The results of investigations of
the relativistic $^9$Be nuclei fragmentation in emulsion, which entails the
production of He fragments, are presented. It is shown that most precise
angular measurements provided by this technique play a crucial role in the
restoration of the excitation spectrum of the $\alpha$ particle sysytem. In
peripheral interactions $^9$Be nuclei are dissociated practically totally
through the 0$^+$ and 2$^+$ states of the $^8$Be nucleus.
  The results of investigations of the dissociation of a $^{14}$N nucleus of
momentum 2.86 A GeV/c in emulsion are presented as example of more complicated
system. The momentum and correlation characteristics of $\alpha$ particles for
the $^{14}$N$\to3\alpha+X$ channel in the laboratory system and the rest
systems of 3$\alpha$ particles were considered in detail.
  Topology of charged fragments produced in peripheral relativistic
dissociation of radioactive $^8$B, $^7$Be nuclei in emulsion is studied.
","[{'version': 'v1', 'created': 'Tue, 3 Apr 2007 13:10:23 GMT'}]","2008-11-26","[['Artemenkov', 'D. A.', ''], ['Shchedrina', 'T. V.', ''], ['Stanoeva', 'R.', ''], ['Zarubin', 'P. I.', '']]","2007-04-03"
"25",25,"0704.0462","Elena Orlando","Elena Orlando","Extended solar emission - an analysis of the EGRET data","2 pages, 2 figures, Proceedings of the First GLAST Symposium,
  February 5-8, 2007, Stanford University","AIP Conf.Proc.921:502-503,2007","10.1063/1.2757422","","astro-ph","","  The Sun was recently predicted to be an extended source of gamma-ray
emission, produced by inverse-Compton scattering of cosmic-ray electrons with
the solar radiation. The emission was predicted to contribute to the diffuse
extragalactic background even at large angular distances from the Sun. While
this emission is expected to be readily detectable in future by GLAST, the
situation for available EGRET data is more challenging. We present a detailed
study of the EGRET database, using a time dependent analysis, accounting for
the effect of the emission from 3C 279, the moon, and other sources, which
interfere with the solar signal. The technique has been tested on the moon
signal, with results consistent with previous work. We find clear evidence for
emission from the Sun and its vicinity. The observations are compared with our
model for the extended emission.
","[{'version': 'v1', 'created': 'Tue, 3 Apr 2007 20:56:24 GMT'}]","2009-06-23","[['Orlando', 'Elena', ''], ['Petry', 'Dirk', ''], ['Strong', 'Andrew', '']]","2007-04-03"
"26",26,"0704.0462","Elena Orlando","Dirk Petry and Andrew Strong","Extended solar emission - an analysis of the EGRET data","2 pages, 2 figures, Proceedings of the First GLAST Symposium,
  February 5-8, 2007, Stanford University","AIP Conf.Proc.921:502-503,2007","10.1063/1.2757422","","astro-ph","","  The Sun was recently predicted to be an extended source of gamma-ray
emission, produced by inverse-Compton scattering of cosmic-ray electrons with
the solar radiation. The emission was predicted to contribute to the diffuse
extragalactic background even at large angular distances from the Sun. While
this emission is expected to be readily detectable in future by GLAST, the
situation for available EGRET data is more challenging. We present a detailed
study of the EGRET database, using a time dependent analysis, accounting for
the effect of the emission from 3C 279, the moon, and other sources, which
interfere with the solar signal. The technique has been tested on the moon
signal, with results consistent with previous work. We find clear evidence for
emission from the Sun and its vicinity. The observations are compared with our
model for the extended emission.
","[{'version': 'v1', 'created': 'Tue, 3 Apr 2007 20:56:24 GMT'}]","2009-06-23","[['Orlando', 'Elena', ''], ['Petry', 'Dirk', ''], ['Strong', 'Andrew', '']]","2007-04-03"
"27",27,"0704.0552","Jozsef Vinko","J. Vinko","The Expanding Photosphere Method: Progress and Problems","5 pages; to appear in the AIP conference proceedings of ""Supernova
  1987A: 20 Years After - Supernovae and Gamma-Ray Bursters"", February 19-23,
  2007, Aspen, Colorado","AIP Conf.Proc.937:394-398,2007","10.1063/1.2803597","","astro-ph","","  Distances to well-observed Type II-P SNe are determined from an updated
version of the Expanding Photosphere Method (EPM), based on recent theoretical
models. The new EPM distances show good agreement with other independent
distances to the host galaxies without any significant systematic bias,
contrary to earlier results in the literature. The accuracy of the method is
comparable with that of the distance measurements for Type Ia SNe.
","[{'version': 'v1', 'created': 'Wed, 4 Apr 2007 11:41:27 GMT'}]","2009-06-23","[['Vinko', 'J.', ''], ['Takats', 'K.', '']]","2007-04-04"
"28",28,"0704.0552","Jozsef Vinko","K. Takats","The Expanding Photosphere Method: Progress and Problems","5 pages; to appear in the AIP conference proceedings of ""Supernova
  1987A: 20 Years After - Supernovae and Gamma-Ray Bursters"", February 19-23,
  2007, Aspen, Colorado","AIP Conf.Proc.937:394-398,2007","10.1063/1.2803597","","astro-ph","","  Distances to well-observed Type II-P SNe are determined from an updated
version of the Expanding Photosphere Method (EPM), based on recent theoretical
models. The new EPM distances show good agreement with other independent
distances to the host galaxies without any significant systematic bias,
contrary to earlier results in the literature. The accuracy of the method is
comparable with that of the distance measurements for Type Ia SNe.
","[{'version': 'v1', 'created': 'Wed, 4 Apr 2007 11:41:27 GMT'}]","2009-06-23","[['Vinko', 'J.', ''], ['Takats', 'K.', '']]","2007-04-04"
"29",29,"0704.0675","Brian Metzger","B.D. Metzger","Proto-Neutron Star Winds, Magnetar Birth, and Gamma-Ray Bursts","5 pages; to appear in the AIP conference proceedings of ""Supernova
  1987A: 20 Years After - Supernovae and Gamma-Ray Bursters"", February 19-23,
  2007, Aspen, Colorado","AIP Conf.Proc.937:521-525,2007","10.1063/1.2803618","","astro-ph","","  We begin by reviewing the theory of thermal, neutrino-driven proto-neutron
star (PNS) winds. Including the effects of magnetic fields and rotation, we
then derive the mass and energy loss from magnetically-driven PNS winds for
both relativistic and non-relativistic outflows, including important
multi-dimensional considerations. With these simple analytic scalings we argue
that proto-magnetars born with ~ millisecond rotation periods produce
relativistic winds just a few seconds after core collapse with luminosities,
timescales, mass-loading, and internal shock efficiencies favorable for
producing long-duration gamma-ray bursts.
","[{'version': 'v1', 'created': 'Thu, 5 Apr 2007 04:22:20 GMT'}]","2009-06-23","[['Metzger', 'B. D.', ''], ['Thompson', 'T. A.', ''], ['Quataert', 'E.', '']]","2007-04-05"
"30",30,"0704.0675","Brian Metzger","T.A. Thompson","Proto-Neutron Star Winds, Magnetar Birth, and Gamma-Ray Bursts","5 pages; to appear in the AIP conference proceedings of ""Supernova
  1987A: 20 Years After - Supernovae and Gamma-Ray Bursters"", February 19-23,
  2007, Aspen, Colorado","AIP Conf.Proc.937:521-525,2007","10.1063/1.2803618","","astro-ph","","  We begin by reviewing the theory of thermal, neutrino-driven proto-neutron
star (PNS) winds. Including the effects of magnetic fields and rotation, we
then derive the mass and energy loss from magnetically-driven PNS winds for
both relativistic and non-relativistic outflows, including important
multi-dimensional considerations. With these simple analytic scalings we argue
that proto-magnetars born with ~ millisecond rotation periods produce
relativistic winds just a few seconds after core collapse with luminosities,
timescales, mass-loading, and internal shock efficiencies favorable for
producing long-duration gamma-ray bursts.
","[{'version': 'v1', 'created': 'Thu, 5 Apr 2007 04:22:20 GMT'}]","2009-06-23","[['Metzger', 'B. D.', ''], ['Thompson', 'T. A.', ''], ['Quataert', 'E.', '']]","2007-04-05"
"31",31,"0704.0675","Brian Metzger","E. Quataert","Proto-Neutron Star Winds, Magnetar Birth, and Gamma-Ray Bursts","5 pages; to appear in the AIP conference proceedings of ""Supernova
  1987A: 20 Years After - Supernovae and Gamma-Ray Bursters"", February 19-23,
  2007, Aspen, Colorado","AIP Conf.Proc.937:521-525,2007","10.1063/1.2803618","","astro-ph","","  We begin by reviewing the theory of thermal, neutrino-driven proto-neutron
star (PNS) winds. Including the effects of magnetic fields and rotation, we
then derive the mass and energy loss from magnetically-driven PNS winds for
both relativistic and non-relativistic outflows, including important
multi-dimensional considerations. With these simple analytic scalings we argue
that proto-magnetars born with ~ millisecond rotation periods produce
relativistic winds just a few seconds after core collapse with luminosities,
timescales, mass-loading, and internal shock efficiencies favorable for
producing long-duration gamma-ray bursts.
","[{'version': 'v1', 'created': 'Thu, 5 Apr 2007 04:22:20 GMT'}]","2009-06-23","[['Metzger', 'B. D.', ''], ['Thompson', 'T. A.', ''], ['Quataert', 'E.', '']]","2007-04-05"
"32",32,"0704.0779","Markos Georganopoulos","Philip B. Graff","High Energy Variability Of Synchrotron-Self Compton Emitting Sources:
  Why One Zone Models Do Not Work And How We Can Fix It","to appear in the 1st GLAST symposium proceedings","AIP Conf.Proc.921:333-334,2007","10.1063/1.2757338","","astro-ph","","  With the anticipated launch of GLAST, the existing X-ray telescopes, and the
enhanced capabilities of the new generation of TeV telescopes, developing tools
for modeling the variability of high energy sources such as blazars is becoming
a high priority. We point out the serious, innate problems one zone
synchrotron-self Compton models have in simulating high energy variability. We
then present the first steps toward a multi zone model where non-local, time
delayed Synchrotron-self Compton electron energy losses are taken into account.
By introducing only one additional parameter, the length of the system, our
code can simulate variability properly at Compton dominated stages, a situation
typical of flaring systems. As a first application, we were able to reproduce
variability similar to that observed in the case of the puzzling `orphan' TeV
flares that are not accompanied by a corresponding X-ray flare.
","[{'version': 'v1', 'created': 'Thu, 5 Apr 2007 18:59:41 GMT'}]","2009-06-23","[['Graff', 'Philip B.', ''], ['Georganopoulos', 'Markos', ''], ['Perlman', 'Eric S.', ''], ['Kazanas', 'Demosthenes', '']]","2007-04-05"
"33",33,"0704.0779","Markos Georganopoulos","Markos Georganopoulos","High Energy Variability Of Synchrotron-Self Compton Emitting Sources:
  Why One Zone Models Do Not Work And How We Can Fix It","to appear in the 1st GLAST symposium proceedings","AIP Conf.Proc.921:333-334,2007","10.1063/1.2757338","","astro-ph","","  With the anticipated launch of GLAST, the existing X-ray telescopes, and the
enhanced capabilities of the new generation of TeV telescopes, developing tools
for modeling the variability of high energy sources such as blazars is becoming
a high priority. We point out the serious, innate problems one zone
synchrotron-self Compton models have in simulating high energy variability. We
then present the first steps toward a multi zone model where non-local, time
delayed Synchrotron-self Compton electron energy losses are taken into account.
By introducing only one additional parameter, the length of the system, our
code can simulate variability properly at Compton dominated stages, a situation
typical of flaring systems. As a first application, we were able to reproduce
variability similar to that observed in the case of the puzzling `orphan' TeV
flares that are not accompanied by a corresponding X-ray flare.
","[{'version': 'v1', 'created': 'Thu, 5 Apr 2007 18:59:41 GMT'}]","2009-06-23","[['Graff', 'Philip B.', ''], ['Georganopoulos', 'Markos', ''], ['Perlman', 'Eric S.', ''], ['Kazanas', 'Demosthenes', '']]","2007-04-05"
